,AIC,BIC,Model,id,horizons,environment
38,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
39,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
40,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
41,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
42,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
43,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
44,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
45,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
46,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
47,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
48,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
49,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
50,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
51,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
52,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
53,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
54,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
55,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
56,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
57,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
58,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
59,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
60,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
61,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
62,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
63,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
64,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
65,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
66,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
67,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
68,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
69,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
70,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
71,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
72,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
73,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
74,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
75,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
76,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
77,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
78,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
79,41.60758571575571,41.910170808749754,WSLS,9,10,smooth
80,22.28637376363799,22.891543949626083,IMD,9,10,smooth
81,22.28637376363799,22.891543949626083,IMD,9,10,smooth
82,22.28637376363799,22.891543949626083,IMD,9,10,smooth
83,22.28637376363799,22.891543949626083,IMD,9,10,smooth
84,22.28637376363799,22.891543949626083,IMD,9,10,smooth
85,22.28637376363799,22.891543949626083,IMD,9,10,smooth
86,22.28637376363799,22.891543949626083,IMD,9,10,smooth
87,22.28637376363799,22.891543949626083,IMD,9,10,smooth
88,22.28637376363799,22.891543949626083,IMD,9,10,smooth
89,22.28637376363799,22.891543949626083,IMD,9,10,smooth
90,22.28637376363799,22.891543949626083,IMD,9,10,smooth
91,22.28637376363799,22.891543949626083,IMD,9,10,smooth
92,22.28637376363799,22.891543949626083,IMD,9,10,smooth
93,22.28637376363799,22.891543949626083,IMD,9,10,smooth
94,22.28637376363799,22.891543949626083,IMD,9,10,smooth
95,22.28637376363799,22.891543949626083,IMD,9,10,smooth
96,22.28637376363799,22.891543949626083,IMD,9,10,smooth
97,22.28637376363799,22.891543949626083,IMD,9,10,smooth
98,22.28637376363799,22.891543949626083,IMD,9,10,smooth
99,22.28637376363799,22.891543949626083,IMD,9,10,smooth
100,22.28637376363799,22.891543949626083,IMD,9,10,smooth
101,22.28637376363799,22.891543949626083,IMD,9,10,smooth
102,22.28637376363799,22.891543949626083,IMD,9,10,smooth
103,22.28637376363799,22.891543949626083,IMD,9,10,smooth
104,22.28637376363799,22.891543949626083,IMD,9,10,smooth
105,22.28637376363799,22.891543949626083,IMD,9,10,smooth
106,22.28637376363799,22.891543949626083,IMD,9,10,smooth
107,22.28637376363799,22.891543949626083,IMD,9,10,smooth
108,22.28637376363799,22.891543949626083,IMD,9,10,smooth
109,22.28637376363799,22.891543949626083,IMD,9,10,smooth
110,22.28637376363799,22.891543949626083,IMD,9,10,smooth
111,22.28637376363799,22.891543949626083,IMD,9,10,smooth
112,22.28637376363799,22.891543949626083,IMD,9,10,smooth
113,22.28637376363799,22.891543949626083,IMD,9,10,smooth
114,22.28637376363799,22.891543949626083,IMD,9,10,smooth
115,22.28637376363799,22.891543949626083,IMD,9,10,smooth
116,22.28637376363799,22.891543949626083,IMD,9,10,smooth
117,22.28637376363799,22.891543949626083,IMD,9,10,smooth
118,22.28637376363799,22.891543949626083,IMD,9,10,smooth
119,22.28637376363799,22.891543949626083,IMD,9,10,smooth
120,22.28637376363799,22.891543949626083,IMD,9,10,smooth
121,22.28637376363799,22.891543949626083,IMD,9,10,smooth
122,22.28637376363799,22.891543949626083,IMD,9,10,smooth
123,22.28637376363799,22.891543949626083,IMD,9,10,smooth
124,22.28637376363799,22.891543949626083,IMD,9,10,smooth
125,22.28637376363799,22.891543949626083,IMD,9,10,smooth
126,22.28637376363799,22.891543949626083,IMD,9,10,smooth
127,22.28637376363799,22.891543949626083,IMD,9,10,smooth
128,22.28637376363799,22.891543949626083,IMD,9,10,smooth
129,22.28637376363799,22.891543949626083,IMD,9,10,smooth
130,22.28637376363799,22.891543949626083,IMD,9,10,smooth
131,22.28637376363799,22.891543949626083,IMD,9,10,smooth
132,22.28637376363799,22.891543949626083,IMD,9,10,smooth
133,22.28637376363799,22.891543949626083,IMD,9,10,smooth
134,22.28637376363799,22.891543949626083,IMD,9,10,smooth
135,22.28637376363799,22.891543949626083,IMD,9,10,smooth
136,22.28637376363799,22.891543949626083,IMD,9,10,smooth
137,22.28637376363799,22.891543949626083,IMD,9,10,smooth
138,22.28637376363799,22.891543949626083,IMD,9,10,smooth
139,22.28637376363799,22.891543949626083,IMD,9,10,smooth
140,22.28637376363799,22.891543949626083,IMD,9,10,smooth
141,22.28637376363799,22.891543949626083,IMD,9,10,smooth
142,22.28637376363799,22.891543949626083,IMD,9,10,smooth
143,22.28637376363799,22.891543949626083,IMD,9,10,smooth
144,22.28637376363799,22.891543949626083,IMD,9,10,smooth
145,22.28637376363799,22.891543949626083,IMD,9,10,smooth
146,22.28637376363799,22.891543949626083,IMD,9,10,smooth
147,22.28637376363799,22.891543949626083,IMD,9,10,smooth
148,22.28637376363799,22.891543949626083,IMD,9,10,smooth
149,22.28637376363799,22.891543949626083,IMD,9,10,smooth
150,22.28637376363799,22.891543949626083,IMD,9,10,smooth
151,22.28637376363799,22.891543949626083,IMD,9,10,smooth
152,22.28637376363799,22.891543949626083,IMD,9,10,smooth
153,22.28637376363799,22.891543949626083,IMD,9,10,smooth
154,22.28637376363799,22.891543949626083,IMD,9,10,smooth
155,22.28637376363799,22.891543949626083,IMD,9,10,smooth
156,22.28637376363799,22.891543949626083,IMD,9,10,smooth
157,22.28637376363799,22.891543949626083,IMD,9,10,smooth
158,22.28637376363799,22.891543949626083,IMD,9,10,smooth
159,22.28637376363799,22.891543949626083,IMD,9,10,smooth
