,beta,tau,horizons,environment,id,t
446,1.1669701085733668,0.0183581838100805,5,smooth,446,0.0
447,0.1975313528710671,0.0163128184825962,5,smooth,447,0.2
448,0.21991494357617,0.0161423134706979,5,smooth,448,0.4
449,0.536880729891785,0.0171681184073203,5,smooth,449,0.6
450,1e-16,0.0134025097731023,5,smooth,450,0.8
451,1.220113808322042,0.0185555030285423,5,smooth,451,0.0
452,0.9605023611220666,0.0178341103914792,5,smooth,452,0.2
453,0.8773210446855885,0.0177536402866991,5,smooth,453,0.4
454,1e-16,0.0138411405962353,5,smooth,454,0.6
455,7.853767631610742,1.3115304409272524e-05,5,smooth,455,0.8
456,1.6592886433494858,0.0180331129568562,5,smooth,456,0.0
457,0.0174119215726393,0.0145432441084093,5,smooth,457,0.2
458,0.0291288933286571,0.0145459844809199,5,smooth,458,0.4
459,0.6884239858852427,0.0173729124971978,5,smooth,459,0.6
460,1.7653345369377349e-15,0.0135949979278505,5,smooth,460,0.8
461,1.2434384483112295,0.0038281224125947,5,smooth,461,0.0
